UNITID,ADDRESS,SCIENTIFIC_NAME,COMMON_NAME,TREEHEIGHT,DIAMETER,LAT,LONG,OWNERSHIP,EXCEPTIONAL
TRE-94573,3950 LEARY WAY NW,Arbutus menziesii,(Pacific) Madrona,0,2,47.6559953632824,-122.361058861495,PRIV,N
TRE-25552,10044 32ND AV NE,Alnus rubra,Red Alder,0,20,47.7026300496886,-122.2940382282,PRIV,N
TRE-53710,1733 15TH AVE E,Acer macrophyllum,Bigleaf Maple,0,36,47.6175863478856,-122.313233166945,PRIV,N
TRE-48134,338 18TH AVE E,Thuja plicata,Western Red Cedar,0,1,47.6217315233836,-122.308642431587,PRIV,N
TRE-72150,1718 41ST AV SW,Pinus contorta,Shore Pine,0,4,47.5872310615394,-122.38252426999,PRIV,N
TRE-49122,823 33RD AV E,Fraxinus latifolia,Oregon Ash,0,14,47.627027193734,-122.289623543514,PRIV,N
TRE-18209,1702 N 107TH ST,Thuja plicata,Western Red Cedar,0,13,47.7069156859377,-122.337065242036,PRIV,N
TRE-80166,6017 39TH AV SW,Thuja plicata,Western Red Cedar,0,3,47.5478504509868,-122.381871605731,PRIV,N
TRE-59048,722 15TH AVE,Acer macrophyllum,Bigleaf Maple,0,34,47.6087671474861,-122.312768854731,PRIV,N
TRE-65313,7715 25TH AV NE,Pinus contorta,Shore Pine,0,21,47.6853852502298,-122.3009072582,PRIV,N
TRE-56930,2903 E UNION ST,Pinus ponderosa,Ponderosa Pine,0,23,47.6126660420377,-122.294837754008,SDOT,N
TRE-1036572,7300 E MARGINAL WAY S,Quercus garryana,Oregon White (Garry) Oak,0,17,47.5383569983372,-122.320300002243,SDOT,N
TRE-35542,7336 23RD AV NW,Cornus nuttallii,Pacific Dogwood,0,6,47.6824791930863,-122.385307170985,PRIV,N
TRE-70372,119 24TH AVE,Acer macrophyllum,Bigleaf Maple,0,25,47.6022913047959,-122.301183033364,PRIV,N
TRE-500166,,Arbutus menziesii,(Pacific) Madrona,,6,47.6904487458767,-122.331386263958,SDOT,N
TRE-75122,1724 S STEVENS ST,Thuja plicata,Western Red Cedar,0,33,47.5770426115735,-122.309479289497,PRIV,N
TRE-6352,6000 BROOKLYN AV NE,Acer macrophyllum,Bigleaf Maple,0,27,47.6723764820348,-122.314107228371,PRIV,N
TRE-40724,18 PROSPECT ST,Acer macrophyllum,Bigleaf Maple,0,38,47.6289607910917,-122.357855392094,PRIV,N
TRE-31062,2435 6TH AV W,Thuja plicata,Western Red Cedar,0,34,47.6413660989834,-122.365181346082,PRIV,N
TRE-4778,1208 N 46TH ST,Acer macrophyllum,Bigleaf Maple,0,32,47.6621974692808,-122.343195321003,PRIV,N
TRE-48558,E REPUBLICAN ST AND 17TH AVE E,Thuja plicata,Western Red Cedar,0,21,47.623207220044,-122.310083533599,PRIV,N
TRE-15048,136 NW 136TH ST,Tsuga heterophylla,Western Hemlock,0,8,47.7287077161907,-122.359874153837,PRIV,N
TRE-19278,2609 NE 117TH ST,Pseudotsuga menziesii,Douglas Fir,0,28,47.7141479712476,-122.299891801846,PRIV,N
TRE-1034779,11331 23RD AV NE,Thuja plicata,Western Red Cedar,0,1,47.711292998765,-122.304500001657,SDOT,N
TRE-47828,425 16TH AVE E,Acer macrophyllum,Bigleaf Maple,0,34,47.6228278848894,-122.311423336591,PRIV,N
TRE-11580,5500 SAND POINT WY NE,Thuja plicata,Western Red Cedar,0,11,47.6691798475821,-122.272246718673,SDOT,N
TRE-58935,821 17TH AVE,Acer macrophyllum,Bigleaf Maple,0,29,47.6099194701175,-122.310298422162,PRIV,N
TRE-1043987,800 W FULTON ST,Thuja plicata,Western Red Cedar,0,18,47.645661999751,-122.367600001527,PARK,N
TRE-48201,1600 E JOHN ST,Acer macrophyllum,Bigleaf Maple,0,29,47.6199692502289,-122.311325897028,PRIV,N
TRE-22467,9314 23RD AV NW,Acer circinatum,Vine Maple,0,1,47.6967107616944,-122.385480532344,PRIV,N
TRE-23060,342 NW 89TH ST,Pseudotsuga menziesii,Douglas Fir,0,13,47.6935694504877,-122.362480598753,PRIV,N
TRE-32688,1618 9TH AV W,Acer macrophyllum,Bigleaf Maple,0,5,47.6342563849699,-122.36902055464,PRIV,N
TRE-50486,624 OLIVE WAY,Taxus brevifolia,Pacific Yew,0,1,47.6137191464272,-122.335490984007,PRIV,N
TRE-500163,,Betula papyrifera,Paper (Canoe) Birch,,1,47.690443761112,-122.331340621135,SDOT,N
TRE-24714,1015 NE 100TH ST,Pseudotsuga menziesii,Douglas Fir,0,18,47.701220770686,-122.316749237393,PRIV,N
TRE-22890,410 NW 95TH ST,Tsuga mertensiana,Mountain Hemlock,0,6,47.6979180155183,-122.362706088493,PRIV,N
TRE-15072,136 NW 136TH ST,Tsuga heterophylla,Western Hemlock,0,6,47.7287045812882,-122.359288831751,PRIV,N
TRE-355,1745 NW 63RD ST,Thuja plicata,Western Red Cedar,0,17,47.6745038654908,-122.380884153076,PRIV,N
TRE-72031,6009 SW STEVENS ST,Pinus ponderosa,Ponderosa Pine,0,22,47.5776900281265,-122.409962492929,PRIV,N
TRE-49338,141 39TH AV E,Picea sitchensis,Sitka Spruce,0,9,47.6188063327061,-122.283427883238,PRIV,N
TRE-77684,2801 SW NEVADA ST,Thuja plicata,Western Red Cedar,0,4,47.5653999535436,-122.368294667812,PRIV,N
TRE-41474,909 LEE ST,Acer circinatum,Vine Maple,0,5,47.6309554351004,-122.369799290809,PRIV,N
TRE-6525,5503 12TH AV NE,Acer macrophyllum,Bigleaf Maple,0,32,47.6686679757395,-122.315264033897,PRIV,N
TRE-19523,2026 NE 120TH ST,Chamaecyparis nootkatensis,Alaska (Yellow) Cedar,0,12,47.7158828064348,-122.305913454165,PRIV,N
TRE-62003,701 N 68TH ST,Tsuga heterophylla,Western Hemlock,0,11,47.6785824378761,-122.349899675145,PRIV,N
TRE-93750,3001 NE 130TH,Acer circinatum,Vine Maple,0,3,47.7227795019005,-122.296279277776,PRIV,N
TRE-93742,3001 NE 130TH,Acer circinatum,Vine Maple,0,3,47.7225904786891,-122.296265824784,PRIV,N
TRE-74983,2012 19TH AVE S,Thuja plicata,Western Red Cedar,0,52,47.5850986689631,-122.308070971414,PRIV,N
TRE-56818,2402 24TH AVE,Pseudotsuga menziesii,Douglas Fir,0,21,47.6116244092763,-122.301231410715,PRIV,N
TRE-39534,1534 16TH AV E,Fraxinus latifolia,Oregon Ash,0,10,47.6333281588294,-122.311121364187,PRIV,N
TRE-57283,2410 E CHERRY ST,Fraxinus latifolia,Oregon Ash,0,21,47.6081368977753,-122.301420909141,PRIV,N
TRE-15834,4317 PALATINE AV N,Thuja plicata,Western Red Cedar,0,31,47.6601352950266,-122.356184225288,PRIV,N
TRE-81164,3300 SW BRANDON ST,Acer macrophyllum,Bigleaf Maple,0,29,47.5538344046561,-122.375358114941,PRIV,N
TRE-500981,3000 HARBOR AVE SW,Thuja plicata,Western Red Cedar,0,2,47.5717638046981,-122.371079908483,SDOT,N
TRE-46700,1142 17TH AVE E,Acer macrophyllum,Bigleaf Maple,0,48,47.6298898326623,-122.309843288716,PRIV,N
TRE-15347,1761 N 145TH ST,Pseudotsuga menziesii,Douglas Fir,0,8,47.7340672875599,-122.337250225524,PRIV,N
TRE-73491,2640 49TH AV SW,Pseudotsuga menziesii,Douglas Fir,0,23,47.5800540364631,-122.394034662988,PRIV,N
TRE-34159,1714 2ND AV N,Thuja plicata,Western Red Cedar,0,38,47.6343931825897,-122.353105994402,PRIV,N
TRE-13262,6059 NE 61ST ST,Thuja plicata,Western Red Cedar,0,3,47.6727687853496,-122.261034451832,PRIV,N
TRE-73826,2137 45TH AV SW,Pseudotsuga menziesii,Douglas Fir,0,13,47.584293394221,-122.389221322215,PRIV,N
TRE-15263,12532 4TH AV NW,Pseudotsuga menziesii,Douglas Fir,0,21,47.7206062557493,-122.36224065141,PRIV,N
TRE-25033,359 NE 94TH ST,Acer macrophyllum,Bigleaf Maple,0,32,47.6967386753372,-122.324862140972,PRIV,N
TRE-33205,2725 2ND AV N,Pseudotsuga menziesii,Douglas Fir,0,24,47.6455818727446,-122.35383471012,PRIV,N
TRE-9827,2730 NE 53RD ST,Acer macrophyllum,Bigleaf Maple,0,39,47.6671680541657,-122.297242942755,PRIV,N
TRE-20916,3611 WOODLAWN AVE N,Thuja plicata,Western Red Cedar,0,25,47.650903364472,-122.338771986845,PRIV,N
TRE-4940,4511 DENSMORE AVE N,Thuja plicata,Western Red Cedar,0,40,47.6619201067535,-122.337741716933,PRIV,N
TRE-10903,5016 21ST AV NE,Thuja plicata,Western Red Cedar,0,27,47.6655374399155,-122.305473518112,PRIV,N
TRE-23424,1102 NW 87TH ST,Thuja plicata,Western Red Cedar,0,35,47.6921059560544,-122.370603539247,PRIV,N
TRE-25665,10214 23RD AV NE,Arbutus menziesii,(Pacific) Madrona,0,17,47.7025239230731,-122.304210515978,PRIV,N
TRE-72577,2757 37TH AV SW,Tsuga heterophylla,Western Hemlock,0,5,47.5774814955188,-122.378408795962,PRIV,N
TRE-43232,942 HARVARD AVE E,Acer macrophyllum,Bigleaf Maple,0,21,47.6279291792381,-122.322272548642,PRIV,N
TRE-32884,2516 12TH AV W,Thuja plicata,Western Red Cedar,0,12,47.6412224944538,-122.37258698614,PRIV,N
TRE-9816,2813 NE 54TH ST,Pseudotsuga menziesii,Douglas Fir,0,5,47.6678128053556,-122.296786168378,PRIV,N
TRE-23061,342 NW 89TH ST,Pseudotsuga menziesii,Douglas Fir,0,14,47.6935686878888,-122.362537435199,PRIV,N
TRE-17772,1705 NE 135TH ST,Pseudotsuga menziesii,Douglas Fir,0,4,47.7265649400189,-122.31062574259,PRIV,N
TRE-15558,14339 EVANSTON AV N,Thuja plicata,Western Red Cedar,0,12,47.7335254463533,-122.351862506544,PRIV,N
TRE-7400,6102 CORLISS AV N,Thuja plicata,Western Red Cedar,0,11,47.6729393028723,-122.330625927803,PRIV,N
TRE-8756,6232 27TH AV NE,Thuja plicata,Western Red Cedar,0,5,47.6748737386666,-122.298466836803,PRIV,N
TRE-46375,327 24TH AVE E,Pseudotsuga menziesii,Douglas Fir,0,12,47.6222178792867,-122.301229078235,PRIV,N
TRE-43483,918 14TH AVE E,Thuja plicata,Western Red Cedar,0,29,47.627520712402,-122.31448927709,PARK,N
TRE-33332,2537 WARREN AV N,Cornus nuttallii,Pacific Dogwood,0,12,47.6425229906827,-122.354564855462,PRIV,N
TRE-7206,2157 N 64TH ST,Chamaecyparis nootkatensis,Alaska (Yellow) Cedar,0,1,47.6751551647598,-122.331018620188,PRIV,N
TRE-1302,3003 NW 65TH ST,Betula papyrifera,Paper (Canoe) Birch,0,10,47.6757789959408,-122.395753691697,PRIV,N
TRE-25735,9126 23RD AV NE,Alnus rubra,Red Alder,0,13,47.6955631595189,-122.30412308858,PRIV,N
TRE-501178,4900 48TH AVE S,Pseudotsuga menziesii,Douglas Fir,0,13,47.5575426824831,-122.27318691361,SDOT,N
TRE-18795,10501 8TH AV NE,Pseudotsuga menziesii,Douglas Fir,0,8,47.7050046303058,-122.3209641903,PRIV,N
TRE-17391,13744 32ND AV NE,Alnus rubra,Red Alder,0,20,47.7297538425265,-122.293594357398,PRIV,N
TRE-63396,411 NE 81ST ST,Pseudotsuga menziesii,Douglas Fir,0,11,47.6874727158076,-122.323662151946,PRIV,N
TRE-19700,12011 38TH AV NE,Tsuga mertensiana,Mountain Hemlock,0,5,47.7160194457349,-122.287361437501,PRIV,N
TRE-4508,4916 WOODLAWN AV N,Rhus glabra,Smooth Sumac,0,6,47.6649616235341,-122.338887002046,PRIV,N
TRE-30842,2603 QUEEN ANNE AV N,Tsuga heterophylla,Western Hemlock,0,5,47.6432874320721,-122.357152434415,PRIV,N
TRE-30841,2603 QUEEN ANNE AV N,Acer circinatum,Vine Maple,0,15,47.6432882221906,-122.357075981808,PRIV,N
TRE-1036177,360 27 AV,Fraxinus latifolia,Oregon Ash,0,3,47.6060034920771,-122.297779287009,SDOT,N
TRE-85769,7617 46TH AVE S,Thuja plicata,Western Red Cedar,0,53,47.5342599913116,-122.275387628384,PRIV,N
TRE-33878,2009 NOB HILL AV N,Betula papyrifera,Paper (Canoe) Birch,0,8,47.6369283290783,-122.35077669189,PRIV,N
TRE-85770,7617 46TH AVE S,Thuja plicata,Western Red Cedar,0,52,47.5341659879657,-122.275395571388,PRIV,N
TRE-451,2002 NW 60TH ST,Abies grandis,Grand (Giant) Fir,0,6,47.6724235498891,-122.382327474034,PRIV,N
TRE-1036175,352 27 AV,Fraxinus latifolia,Oregon Ash,0,5,47.6057999982588,-122.2977000017,SDOT,N
TRE-65861,6836 16TH AV NE,Pseudotsuga menziesii,Douglas Fir,0,7,47.6787483171084,-122.310845950419,PRIV,N
TRE-500017,,Chamaecyparis nootkatensis,Alaska (Yellow) Cedar,,6,47.7230564611347,-122.323003887728,SDOT,N
TRE-13652,3647 35TH AV W,Acer circinatum,Vine Maple,0,12,47.6536559516172,-122.402343878208,PRIV,N
TRE-58532,1404 16TH AVE,Acer macrophyllum,Bigleaf Maple,0,32,47.6130012970836,-122.310945492669,PRIV,N
TRE-77400,3842 22ND AV SW,Acer macrophyllum,Bigleaf Maple,0,35,47.5689135275849,-122.361093143442,PRIV,N
TRE-70274,1617 E FIR ST,Acer macrophyllum,Bigleaf Maple,0,22,47.6025840725791,-122.310341601683,PRIV,N
TRE-77399,3842 22ND AV SW,Acer macrophyllum,Bigleaf Maple,0,34,47.568858708736,-122.361091535196,PRIV,N
TRE-70275,1617 E FIR ST,Acer macrophyllum,Bigleaf Maple,0,35,47.602468950675,-122.310338334412,PRIV,N
TRE-70281,1617 E FIR ST,Acer macrophyllum,Bigleaf Maple,0,26,47.6025265120656,-122.310339968058,PRIV,N
TRE-89546,1702 NW 63RD ST,Acer circinatum,Vine Maple,0,9,47.6740489441679,-122.378972925629,PRIV,N
TRE-89549,1702 NW 63RD ST,Acer circinatum,Vine Maple,0,8,47.674249945964,-122.378939602419,PRIV,N
TRE-521,1547 NW 60TH ST,Pseudotsuga menziesii,Douglas Fir,0,12,47.6723135939478,-122.378309146372,PRIV,N
TRE-89551,1702 NW 63RD ST,Acer circinatum,Vine Maple,0,7,47.6743723504096,-122.378944990427,PRIV,N
TRE-1038005,1506 NW 62ND ST,Betula papyrifera,Paper (Canoe) Birch,0,2,47.6738770193229,-122.376661992575,SDOT,N
TRE-38202,1764 BOYER AV E,Acer macrophyllum,Bigleaf Maple,0,24,47.6353123154806,-122.301453729429,PRIV,N
TRE-89547,1702 NW 63RD ST,Acer circinatum,Vine Maple,0,8,47.6740956151758,-122.378946288921,PRIV,N
TRE-89552,1702 NW 63RD ST,Acer circinatum,Vine Maple,0,6,47.6744068029973,-122.378948834765,PRIV,N
TRE-248,6412 17TH AVE NW,Salix hookeriana,Coastal Willow,0,10,47.6757273483109,-122.378795261517,PRIV,N
TRE-1046145,3404 SW HENDERSON ST,Quercus garryana,Oregon White (Garry) Oak,0,2,47.5229160473323,-122.37564285931,SDOT,N
TRE-87248,8444 34TH AV SW,Abies procera,Noble Fir,0,2,47.526962321527,-122.375202789982,PRIV,N
TRE-1038007,1512 NW 62ND ST,Betula papyrifera,Paper (Canoe) Birch,0,2,47.6738739637912,-122.376855588906,SDOT,N
TRE-1046146,3404 SW HENDERSON ST,Quercus garryana,Oregon White (Garry) Oak,0,2,47.5229132662787,-122.375527331577,SDOT,N
TRE-1037844,6402 17TH AVE NW,Salix alba,White Willow,0,20,47.6754249982807,-122.378700001713,PRIV,N
TRE-522,1547 NW 60TH ST,Pseudotsuga menziesii,Douglas Fir,0,10,47.6723136701201,-122.378250874911,PRIV,N
TRE-1037837,6216 17TH AVE NW,Acer macrophyllum,Bigleaf Maple,0,42,47.6744019993216,-122.378700001601,PRIV,N
TRE-1037838,6216 17TH AVE NW,Acer macrophyllum,Bigleaf Maple,0,43,47.6744409985522,-122.378700001134,PRIV,N
TRE-1046324,5646 42nd Ave SW,Acer circinatum,Vine Maple,0,2,47.5507456971819,-122.385539713587,PRIV,N
TRE-480,1515 NW 61ST ST,Pseudotsuga menziesii,Douglas Fir,0,10,47.673039127438,-122.376974754518,PRIV,N
TRE-1037836,6216 17TH AVE NW,Acer macrophyllum,Bigleaf Maple,0,38,47.6743359988067,-122.378700000998,PRIV,N
TRE-1036117,2212 29TH AVE S,Betula papyrifera,Paper (Canoe) Birch,0,4,47.5832051374248,-122.295044230803,PRIV,N
TRE-1036058,4402 S MYRTLE ST,Betula papyrifera,Paper (Canoe) Birch,0,3,47.5389290519721,-122.277800122123,PRIV,N
TRE-1035787,5303 13TH AV S,Cornus nuttallii,Pacific Dogwood,0,7,47.554772981816,-122.316209495066,PRIV,N
TRE-66074,6556 16TH AV NE,Acer macrophyllum,Bigleaf Maple,0,44,47.6774344636572,-122.310804381489,PRIV,N
TRE-66059,6559 16TH AV NE,Acer macrophyllum,Bigleaf Maple,0,18,47.677487230398,-122.310964221683,PRIV,N
TRE-1035786,5303 13TH AV S,Cornus nuttallii,Pacific Dogwood,0,6,47.5548188328803,-122.316202602157,PRIV,N
TRE-77242,4432 49TH AV SW,Pseudotsuga menziesii,Douglas Fir,0,11,47.563826306227,-122.394714112446,PRIV,N
TRE-57472,547 27TH AVE,Thuja plicata,Western Red Cedar,0,16,47.6075295661094,-122.297908735211,PRIV,N
TRE-1036402,6550 16TH AV NE,Acer macrophyllum,Bigleaf Maple,0,40,47.6774739984467,-122.310800000217,PRIV,N
TRE-77241,4432 49TH AV SW,Thuja plicata,Western Red Cedar,0,1,47.5637904730702,-122.39471936824,PRIV,N
TRE-77239,4432 49TH AV SW,Tsuga heterophylla,Western Hemlock,0,8,47.5638520014299,-122.39471910286,PRIV,N
TRE-80321,4737 49TH AV SW,Thuja plicata,Western Red Cedar,0,43,47.5600562773732,-122.39497356588,PRIV,N
TRE-1036368,6557 16TH AV NE,Acer macrophyllum,Bigleaf Maple,0,18,47.6775339991196,-122.31100000172,PRIV,N
TRE-80320,4737 49TH AV SW,Thuja plicata,Western Red Cedar,0,26,47.5601137818749,-122.394970108168,PRIV,N
TRE-1047413,2810 E YESLER WAY,Acer glabrum,Dwarf (Rocky Mountain) Maple,0,7,47.6017165611438,-122.295374997159,SDOT,N
TRE-1026648,6502 8TH AV NW,Arbutus menziesii,(Pacific) Madrona,0,10,47.6768569988092,-122.36590000158,SDOT,N
TRE-1026668,6702 8TH AV NW,Arbutus menziesii,(Pacific) Madrona,0,6,47.6772289988541,-122.365900001414,SDOT,N
TRE-1026651,6702 8TH AV NW,Arbutus menziesii,(Pacific) Madrona,0,7,47.676751312568,-122.365904331876,SDOT,N
TRE-1026694,6502 8TH AV NW,Arbutus menziesii,(Pacific) Madrona,0,6,47.6765215978845,-122.365898446814,SDOT,N
TRE-1026641,6502 8TH AV NW,Arbutus menziesii,(Pacific) Madrona,0,6,47.6768138946785,-122.365900352595,SDOT,N
TRE-1026669,6702 8TH AV NW,Arbutus menziesii,(Pacific) Madrona,0,8,47.6772719996357,-122.365900001517,SDOT,N
TRE-1026646,6502 8TH AV NW,Arbutus menziesii,(Pacific) Madrona,0,8,47.6771807910177,-122.365904470384,SDOT,N
TRE-1026711,6501 8TH AV NW,Arbutus menziesii,(Pacific) Madrona,0,7,47.6780361871675,-122.365862975361,SDOT,N
TRE-1026671,6702 8TH AV NW,Arbutus menziesii,(Pacific) Madrona,0,9,47.677498451082,-122.365902507536,SDOT,N
TRE-1026679,6702 8TH AV NW,Arbutus menziesii,(Pacific) Madrona,0,6,47.6782872099426,-122.365863970662,SDOT,N
TRE-1026673,6702 8TH AV NW,Arbutus menziesii,(Pacific) Madrona,0,14,47.6776136522675,-122.365904864826,SDOT,N
TRE-1026697,6702 8TH AV NW,Arbutus menziesii,(Pacific) Madrona,0,8,47.6784309617503,-122.365861551142,SDOT,N
TRE-1026670,6702 8TH AV NW,Arbutus menziesii,(Pacific) Madrona,0,7,47.6773902040326,-122.365905707644,SDOT,N
TRE-1026681,6702 8TH AV NW,Arbutus menziesii,(Pacific) Madrona,0,6,47.6783664879274,-122.365863647275,SDOT,N
TRE-1026698,6701 8TH AV NW,Arbutus menziesii,(Pacific) Madrona,0,18,47.6787753475466,-122.365865871785,SDOT,N
TRE-1026700,6701 8TH AV NW,Arbutus menziesii,(Pacific) Madrona,0,6,47.678873052571,-122.365856695812,SDOT,N
TRE-1026701,6701 8TH AV NW,Arbutus menziesii,(Pacific) Madrona,0,8,47.6791371837698,-122.365861379656,SDOT,N
TRE-1026703,6701 8TH AV NW,Arbutus menziesii,(Pacific) Madrona,0,4,47.6792531260328,-122.365865655467,SDOT,N
TRE-1026680,6702 8TH AV NW,Arbutus menziesii,(Pacific) Madrona,0,7,47.6783229983231,-122.365900001441,SDOT,N
TRE-1026702,6701 8TH AV NW,Arbutus menziesii,(Pacific) Madrona,0,7,47.6791875707247,-122.365865699104,SDOT,N
TRE-1026705,6701 8TH AV NW,Arbutus menziesii,(Pacific) Madrona,0,6,47.6793582421904,-122.365857103609,SDOT,N
TRE-1026707,6501 8TH AV NW,Arbutus menziesii,(Pacific) Madrona,0,5,47.6786506116374,-122.36620676625,SDOT,N
TRE-27393,2105 N 45TH ST,Fraxinus latifolia,Oregon Ash,0,3,47.6613108139212,-122.333390343017,PRIV,N
TRE-53044,7527 9TH AV NW,Acer circinatum,Vine Maple,0,1,47.6841504742809,-122.368403966549,PRIV,N
TRE-53352,7036 12TH AV NW,Acer macrophyllum,Bigleaf Maple,0,9,47.6807123078913,-122.371428869919,PRIV,N
TRE-53351,7036 12TH AV NW,Acer macrophyllum,Bigleaf Maple,0,9,47.6806437837926,-122.371426841632,PRIV,N
TRE-1046728,7303 14TH AVE NW,Sambucus racemosa,Red elderberry,0,2,47.6814750728908,-122.373749147941,PRIV,N
TRE-1046743,8011 14TH AVE NW,Cornus nuttallii,Pacific Dogwood,0,2,47.6873071019285,-122.374167510885,SDOT,N
TRE-1047628,6803 WEEDIN PL NE,Pinus contorta,Shore Pine,0,3,47.6784901339935,-122.321544101853,SDOT,N
TRE-1047632,6803 WEEDIN PL NE,Thuja plicata,Western Red Cedar,0,2,47.6782221976447,-122.321307102363,SDOT,N
TRE-1047630,6803 WEEDIN PL NE,Thuja plicata,Western Red Cedar,0,2,47.6783751098252,-122.321457415645,SDOT,N
TRE-1047631,6803 WEEDIN PL NE,Thuja plicata,Western Red Cedar,0,2,47.6782956796663,-122.321340477989,SDOT,N
TRE-1047629,6800 WEEDIN PL NE,Pinus contorta,Shore Pine,0,3,47.6784376953453,-122.321516539693,SDOT,N
TRE-1047694,8322 DIBBLE AVE NW,Thuja plicata,Western Red Cedar,80,35,47.6898456471914,-122.366698785806,PRIV,N
TRE-1035152,10500 5TH AVE NE,Fraxinus latifolia,Oregon Ash,0,3,47.7032147973387,-122.324480775094,SDOT,N
TRE-1047664,3320 BEACON AVE S,Pinus monticola,Western White Pine,85,44,47.5734134227469,-122.308198579995,PRIV,N
TRE-1047668,730 BELMONT AVE E,Quercus garryana,Oregon White (Garry) Oak,67,47,47.6257359374066,-122.324399952932,PARK,N
TRE-1047698,1318 BROADMOOR DR E,Quercus garryana,Oregon White (Garry) Oak,58,48,47.6311720295368,-122.287089543362,PRIV,N
TRE-1047641,1401 W GARFIELD ST,Thuja plicata,Western Red Cedar,0,2,47.6330248727056,-122.374653112229,SDOT,N
TRE-100952,1707 NW 62ND ST,Acer macrophyllum,Bigleaf Maple,86,92,47.673722675087,-122.37940676815,PRIV,N
TRE-1047653,4129 NE 107TH ST,Thuja plicata,Western Red Cedar,90,87,47.7063467403621,-122.282270227182,PRIV,N
TRE-1047636,3833 54TH AVE SW,Pseudotsuga menziesii,Douglas Fir,99,40,47.5693211831894,-122.40203221425,PRIV,N
TRE-1047683,9028 12TH AVE NE,Pinus monticola,Western White Pine,85,39,47.694746612893,-122.314753421531,PRIV,N
TRE-1047647,2300 ARBORETUM DR E,Malus fusca,Oregon Crab Apple,45,29,47.6394816109585,-122.295027031944,PRIV,N
TRE-1047658,3217 30TH AVE SW,Thuja plicata,Western Red Cedar,63,66,47.5744628368135,-122.371647582759,PRIV,N
TRE-1047665,1524 24TH AVE E,Pinus ponderosa,Ponderosa Pine,145,45,47.6330040398005,-122.301285357338,PRIV,N
TRE-100962,5898 LAKE WASHINGTON BLVD S,Pseudotsuga menziesii,Douglas Fir,125,70,47.5601476388425,-122.250624843656,PARK,N
TRE-1047693,8322 DIBBLE AVE NW,Thuja plicata,Western Red Cedar,75,27,47.6898017904803,-122.366699156918,PRIV,N
TRE-1047729,4300 4TH AVE NW,Acer macrophyllum,Bigleaf Maple,92,63,47.6590256926217,-122.361794972407,PARK,N
TRE-1047716,1907 E MILLER ST,Arctostaphylos manzanita,Manzanita,30,20,47.6415891120956,-122.306859185189,PRIV,N
TRE-1047671,4999 NE 93rd St,Taxus brevifolia,Pacific Yew,26,18,47.6968529320902,-122.274286279831,PARK,N
TRE-1047670,4999 NE 93RD ST,Taxus brevifolia,Pacific Yew,45,24,47.6968882905249,-122.274269412808,PARK,N
TRE-1047686,102 NE 63RD ST,Thuja plicata,Western Red Cedar,92,64,47.6745870509929,-122.328026305148,PRIV,N
TRE-1047692,8322 DIBBLE AVE NW,Thuja plicata,Western Red Cedar,60,32,47.6897557529454,-122.366694468501,PRIV,N
TRE-1047640,1401 W GARFIELD ST,Thuja plicata,Western Red Cedar,0,2,47.6331000598853,-122.374673949248,SDOT,N
TRE-100945,8034 WALLINGFORD AVE N,Pinus ponderosa,Ponderosa Pine,104,43,47.6878825737844,-122.33617993858,PRIV,N
TRE-1047685,6555 51ST AVE S,Quercus garryana,Oregon White (Garry) Oak,78,51,47.5425966961752,-122.270354766561,PRIV,N
TRE-1047675,5703 PALATINE AVE N,Cornus nuttallii,Pacific Dogwood,0,55,47.67057749148,-122.356993219146,PRIV,N
TRE-1047663,443 25TH AVE E,Pinus ponderosa,Ponderosa Pine,85,41,47.6240912115907,-122.300081408763,PRIV,N
TRE-1047638,1401 W GARFIELD ST,Thuja plicata,Western Red Cedar,0,2,47.6331791018606,-122.374719711411,SDOT,N
TRE-1047679,1241 NE 89TH ST,Thuja plicata,Western Red Cedar,99,58,47.69266768249,-122.312991430889,PRIV,N
TRE-1047691,13325 19TH AVE NE,Quercus garryana,Oregon White (Garry) Oak,80,50,47.7255832453465,-122.309222938761,PRIV,N
TRE-47321,749 17TH AVE E,Acer macrophyllum,Bigleaf Maple,0,30,47.6267722351226,-122.31005089116,PRIV,N
TRE-1070758,644 HILLSIDE DR E,Thuja plicata,Western Red Cedar,0,1,47.6260344530771,-122.284173645615,PRIV,N
TRE-1070762,644 HILLSIDE DR E,Thuja plicata,Western Red Cedar,0,1,47.6260570605505,-122.284169922151,PRIV,N
TRE-1065213,620 33RD AVE E,Acer macrophyllum,Bigleaf Maple,80,33,47.6256976328985,-122.289359254365,PRIV,N
TRE-1065303,3950 S PERRY ST,Chamaecyparis nootkatensis,Alaska (Yellow) Cedar,0,5,47.5149777114845,-122.283350677089,PRIV,N
TRE-1065308,3907 S PILGRIM ST,Alnus rubra,Red Alder,0,14,47.5156592139665,-122.284164542655,PRIV,N
TRE-1035526,7700 SEAVIEW AV NW,Populus tremuloides,Quaking Aspen,0,1,47.6857836207476,-122.402557702872,SDOT,N
TRE-1035530,7700 SEAVIEW AV NW,Populus tremuloides,Quaking Aspen,0,2,47.686078909221,-122.402501769636,SDOT,N
TRE-1035529,7700 SEAVIEW AV NW,Populus tremuloides,Quaking Aspen,0,5,47.6859209606587,-122.402559002395,SDOT,N
TRE-1035525,7700 SEAVIEW AV NW,Populus tremuloides,Quaking Aspen,0,2,47.6855697932628,-122.402563909573,SDOT,N
